stat_name,stat_description,stat_description_full
AI_Z04,Anteil Personen mit MHG an der Gesamtbevölkerung,"**Anteil Personen mit MHG an der Gesamtbevölkerung**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der Personen mit Migrationshintergrund an der Bevölkerung in PrivathaushaltenAussageDer Indikator gibt Auskunft über den Anteil der Personen mit Migrationshintergrund (Ausländer/-innen und Deutsche mit Migrationshintergrund) an der Bevölkerung in Privathaushalten und zeigt damit, wie hoch der Anteil der Personen ist, die in Deutschland aus dem Ausland zugewandert bzw. Nachkommen von Zugewanderten sind.IndikatorberechnungFür die Berechnung des Indikators ""Anteil der Personen mit Migrationshintergrund an der Bevölkerung in Privathaushalten"" in Prozent zum Stichtag 9. Mai 2011 dividiert man die Anzahl der Personen mit Migrationshintergrund durch die Bevölkerung in Privathaushalten und multipliziert mit 100.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.MigrationshintergrundAls Personen mit Migrationshintergrund werden alle zugewanderten und nicht zugewanderten Ausländer/innen sowie alle nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Deutschen und alle Deutschen mit zumindest einem nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Elternteil definiert. Ausländer/-innen sind Personen, die nicht die deutsche Staatsangehörigkeit besitzen.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z05,Anteil Personen mit MHG 0 bis 19 Jahre,"**Anteil Personen mit MHG 0 bis 19 Jahre**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der Personen mit Migrationshintergrund im Alter von 0 bis 19 Jahren in Privathaushalten an der Bevölkerung gleichen Alters in PrivathaushaltenAussageDDer Indikator gibt Auskunft über den prozentualen Anteil der Personen mit Migrationshintergrund (Ausländer/innen und Deutsche mit Migrationshintergrund) im Alter von 0 bis 19 Jahren in Privathaushalten an der Bevölkerung gleichen Alters in Privathaushalten.IndikatorberechnungFür die Berechnung des Indikators  Anteil der Personen mit Migrationshintergrund im Alter von 0 bis 19 Jahren in Privathaushalten an der Bevölkerung gleichen Alters in Privathaushalten  zum Stichtag 9. Mai 2011 wird die Anzahl der Personen mit Migrationshintergrund im Alter von 0 bis 19 Jahren in Privathaushalten durch die Bevölkerung gleichen Alters in Privathaushalten dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.AlterDas Alter der Person bezeichnet das vollendete Lebensjahr zum Stichtag 9. Mai 2011.MigrationshintergrundAls Personen mit Migrationshintergrund werden alle zugewanderten und nicht zugewanderten Ausländer/-innen sowie alle nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Deutschen und alle Deutschen mit zumindest einem nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Elternteil definiert. Ausländer/-innen sind Personen, die nicht die deutsche Staatsangehörigkeit besitzen.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z06,Anteil Personen mit MHG 20 bis 59 Jahre,"**Anteil Personen mit MHG 20 bis 59 Jahre**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der Personen mit Migrationshintergrund im Alter von 20 bis 59 Jahren in Privathaushalten an der Bevölkerung gleichen Alters in PrivathaushaltenAussageDer Indikator gibt Auskunft über den prozentualen Anteil der Personen mit Migrationshintergrund (Ausländer/innen und Deutsche mit Migrationshintergrund) im Alter von 20 bis 59 Jahren in Privathaushalten an der Bevölkerung gleichen Alters in Privathaushalten.IndikatorberechnungFür die Berechnung des Indikators  Anteil der Personen mit Migrationshintergrund im Alter von 20 bis 59 Jahren in Privathaushalten an der Bevölkerung gleichen Alters in Privathaushalten  zum Stichtag 9. Mai 2011 wird die Anzahl der Personen mit Migrationshintergrund im Alter von 20 bis 59 Jahren in Privathaushalten durch die Bevölkerung gleichen Alters in Privathaushalten dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.MigrationshintergrundAls Personen mit Migrationshintergrund werden alle zugewanderten und nicht zugewanderten Ausländer/innen sowie alle nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Deutschen und alle Deutschen mit zumindest einem nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Elternteil definiert. Ausländer/-innen sind Personen, die nicht die deutsche Staatsangehörigkeit besitzen.AlterDas Alter der Person bezeichnet das vollendete Lebensjahr zum Stichtag 9. Mai 2011.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z07,Anteil Personen mit MHG 60 Jahre und älter,"**Anteil Personen mit MHG 60 Jahre und älter**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der Personen mit Migrationshintergrund im Alter von 60 Jahren und älter in Privathaushalten an der Bevölkerung gleichen Alters in PrivathaushaltenAussageDer Indikator gibt Auskunft über den prozentualen Anteil der Personen mit Migrationshintergrund (Ausländer/innen und Deutsche mit Migrationshintergrund) im Alter von 60 Jahren und älter in Privathaushalten an der Bevölkerung gleichen Alters in Privathaushalten.IndikatorberechnungFür die Berechnung des Indikators  Anteil der Personen mit Migrationshintergrund im Alter von 60 Jahren und älter in Privathaushalten an der Bevölkerung gleichen Alters in Privathaushalten  zum Stichtag 9. Mai 2011 wird die Anzahl der Personen mit Migrationshintergrund im Alter von 60 Jahren und älter in Privathaushalten durch die Bevölkerung gleichen Alters in Privathaushalten dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.MigrationshintergrundAls Personen mit Migrationshintergrund werden alle zugewanderten und nicht zugewanderten Ausländer/innen sowie alle nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Deutschen und alle Deutschen mit zumindest einem nach 1955 auf das heutige Gebiet der Bundesrepublik Deutschland zugewanderten Elternteil definiert.Ausländer/-innen sind Personen, die nicht die deutsche Staatsangehörigkeit besitzen.AlterDas Alter der Person bezeichnet das vollendete Lebensjahr zum Stichtag 9. Mai 2011.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z08,Erwerbslosenquote,"**Erwerbslosenquote**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der erwerbslosen Personen in Privathaushalten an den Erwerbspersonen in Privathaushalten (Erwerbstätige und Erwerbslose) im erwerbsfähigen Alter (ab 15 Jahren) (Erwerbslosenquote)AussageDer Indikator zeigt aus ökonomischer Sichtweise die relative Unterauslastung des Produktionsfaktors Arbeit. Er gibt Auskunft über das Verhältnis der Personen ohne Arbeitsverhältnis, die dem Arbeitsmarkt zur Verfügung stehen und sich um einen Arbeitsplatz bemühen, zu den Erwerbspersonen (Erwerbstätige und Erwerbslose) insgesamt.IndikatorberechnungFür die Berechnung des Indikators  Erwerbslosenquote  zum Stichtag 9. Mai 2011 wird die Anzahl der erwerbslosen Personen in Privathaushalten im Alter ab 15 Jahren durch die Anzahl der Erwerbspersonen in Privathaushalten (Erwerbstätige und Erwerbslose) im erwerbsfähigen Alter (ab 15 Jahren) dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.AlterDas Alter der Person bezeichnet das vollendete Lebensjahr zum Stichtag 9. Mai 2011.ErwerbsloseAls erwerbslos gilt jede Person im erwerbsfähigen Alter ab 15 Jahren, die in einem einwöchigen Berichtszeitraum (9. bis 15. Mai 2011) nicht erwerbstätig war, aber in den letzten vier Wochen vor der Befragung aktiv nach einer Tätigkeit gesucht hat. Auf den zeitlichen Umfang der gesuchten Tätigkeit kommt es nicht an. Eine neue Arbeit muss innerhalb von zwei Wochen aufgenommen werden können. Die Einschaltung einer Agentur für Arbeit oder eines kommunalen Trägers in die Suchbemühungen ist nicht erforderlich.ErwerbstätigeErwerbstätig im Sinne der ILO-Definition ist jede Person im erwerbsfähigen Alter von 15 bis 74 Jahren, die in einem einwöchigen Berichtszeitraum mindestens eine Stunde lang gegen Entgelt oder im Rahmen einer selbstständigen oder mithelfenden Tätigkeit gearbeitet hat. Auch wer sich in einem formalen Arbeitsverhältnis befindet, das er im Berichtszeitraum nur vorübergehend nicht ausgeübt hat, gilt als erwerbstätig.ErwerbspersonenDie Zahl der Erwerbspersonen ergibt sich aus der Summe der Erwerbstätigen und der Erwerbslosen.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z09,Erwerbstätigenquote,"**Erwerbstätigenquote**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der Erwerbstätigen im Alter von ab 15 Jahren in Privathaushalten an der Bevölkerung gleichen Alters in Privathaushalten (Erwerbstätigenquote)AussageDer Indikator gibt Auskunft über die Erwerbsbeteiligung der Bevölkerung in Privathaushalten.IndikatorberechnungFür die Berechnung des Indikators  Erwerbstätigenquote  zum Stichtag 9. Mai 2011 wird die Anzahl der erwerbstätigen Personen im Alter ab 15 Jahren in Privathaushalten durch die Bevölkerung gleichen Alters in Privathaushalten dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.AlterDas Alter der Person bezeichnet das vollendete Lebensjahr zum Stichtag 9. Mai 2011.ErwerbstätigeErwerbstätig im Sinne der ILO-Definition ist jede Person im erwerbsfähigen Alter ab 15 Jahren, die in einem einwöchigen Berichtszeitraum (9. bis 15. Mai 2011) mindestens eine Stunde lang gegen Entgelt oder im Rahmen einer selbstständigen oder mithelfenden Tätigkeit gearbeitet hat. Auch wer sich in einem formalen Arbeitsverhältnis befindet, das er im Berichtszeitraum nur vorübergehend nicht ausgeübt hat, gilt als erwerbstätig.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z10,Erwerbstätigenquote Frauen,"**Erwerbstätigenquote Frauen**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der weiblichen Erwerbstätigen im Alter ab 15 Jahren in Privathaushalten an der weiblichen Bevölkerung gleichen Alters in Privathaushalten (Erwerbstätigenquote der Frauen)AussageDer Indikator gibt Auskunft über den Anteil der erwerbstätigen Frauen im Alter ab 15 Jahren in Privathaushalten an der weiblichen Bevölkerung gleichen Alters in Privathaushalten und gibt damit Hinweise auf die Partizipation von Frauen am Arbeitsmarkt.IndikatorberechnungFür die Berechnung des Indikators  Erwerbstätigenquote der Frauen  zum Stichtag 9. Mai 2011 wird die Anzahl der weiblichen erwerbstätigen Personen im Alter ab 15 Jahren in Privathaushalten durch die weibliche Bevölkerung gleichen Alters in Privathaushalten dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.AlterDas Alter der Person bezeichnet das vollendete Lebensjahr zum Stichtag 9. Mai 2011.ErwerbstätigeErwerbstätig im Sinne der ILO-Definition ist jede Person im erwerbsfähigen Alter ab 15 Jahren, die in einem einwöchigen Berichtszeitraum (9. bis 15. Mai 2011) mindestens eine Stunde lang gegen Entgelt oder im Rahmen einer selbstständigen oder mithelfenden Tätigkeit gearbeitet hat. Auch wer sich in einem formalen Arbeitsverhältnis befindet, das er im Berichtszeitraum nur vorübergehend nicht ausgeübt hat, gilt als erwerbstätig.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z11,Erwerbstätigenquote Männer,"**Erwerbstätigenquote Männer**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der männlichen Erwerbstätigen im Alter von ab 15 Jahren in Privathaushalten an der männlichen Bevölkerung gleichen Alters in Privathaushalten (Erwerbstätigenquote der Männer)AussageDer Indikator gibt Auskunft über den Anteil der erwerbstätigen Männer im Alter ab 15 Jahren in Privathaushalten an der männlichen Bevölkerung gleichen Alters in Privathaushalten und damit Hinweise auf die Partizipation von Männern am Arbeitsmarkt.IndikatorberechnungFür die Berechnung des Indikators  Erwerbstätigenquote der Männer  zum Stichtag 9. Mai 2011 wird die Anzahl der männlichen erwerbstätigen Personen im Alter ab 15 Jahren in Privathaushalten durch die männliche Gesamtbevölkerung gleichen Alters in Privathaushalten dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenBevölkerungZur Bevölkerung zählen die Einwohner, die zum Stichtag 9. Mai 2011 ihren Hauptwohnsitz in der Gemeinde hatten. Nicht zur Bevölkerung gehören im Ausland tätige Angehörige der Bundeswehr, der Polizeibehörden und des Auswärtigen Dienstes sowie ihre dort ansässigen Familien.PrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.AlterDas Alter der Person bezeichnet das vollendete Lebensjahr zum Stichtag 9. Mai 2011.ErwerbstätigeErwerbstätig im Sinne der ILO-Definition ist jede Person im erwerbsfähigen Alter ab 15 Jahren, die in einem einwöchigen Berichtszeitraum (9. bis 15. Mai 2011) mindestens eine Stunde lang gegen Entgelt oder im Rahmen einer selbstständigen oder mithelfenden Tätigkeit gearbeitet hat. Auch wer sich in einem formalen Arbeitsverhältnis befindet, das er im Berichtszeitraum nur vorübergehend nicht ausgeübt hat, gilt als erwerbstätig.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z12,Durchschnittliche Haushaltsgröße,"**Durchschnittliche Haushaltsgröße**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Durchschnittliche Anzahl der Personen je PrivathaushaltAussageDer Indikator gibt Auskunft über die Anzahl der Personen, die durchschnittlich in einem Haushalt leben. Er gibt Hinweise auf siedlungsstrukturelle Unterschiede im Zusammenleben der Bevölkerung.IndikatorberechnungFür die Berechnung des Indikators  Durchschnittliche Anzahl der Personen je Privathaushalt  zum Stichtag 9. Mai 2011 wird die Anzahl aller in Privathaushalten lebenden Personen durch die Gesamtzahl der Privathaushalte dividiert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenPrivathaushalte Als Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.HaushaltsgrößeDieses Merkmal gibt die Anzahl der in einem Privathaushalt lebenden Personen an.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z13,Anteil Einpersonenhaushalte,"**Anteil Einpersonenhaushalte**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der Einpersonenhaushalte an den Privathaushalten insgesamtAussageDer Indikator gibt den Anteil der Einpersonenhaushalte an den privaten Haushalten insgesamt an. Insbesondere für wohnungspolitische und raumplanerische Entscheidungen einer Region stellt dieser Indikator eine wichtige Planungsgrundlage dar.IndikatorberechnungFür die Berechnung des Indikators  Anteil der Einpersonenhaushalte an den Privathaushalten insgesamt  zum Stichtag 9. Mai 2011 wird die Zahl der Einpersonenhaushalte durch die Zahl der Privathaushalte insgesamt dividiert und mit 100 multipliziert.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenPrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.EinpersonenhaushaltEin Einpersonenhaushalt bezeichnet einen Privathaushalt mit einer allein lebenden Person.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
AI_Z14,Haushalte mit Kindern,"**Haushalte mit Kindern**
*aus GENESIS-Statistik ""Regionalatlas Deutschland"" 99910)*
Anteil der Privathaushalte mit Kindern an den Privathaushalten insgesamtAussageDer Indikator gibt Auskunft über den Anteil von Privataushalten mit Kindern und damit über Art des Zusammenlebens in der Gesellschaft.IndikatorberechnungFür die Berechnung des Indikators  Anteil der Privathaushalte mit Kindern an den Privathaushalten insgesamt  zum Stichtag 9. Mai 2011 wird die Anzahl der Privathaushalte mit mindestens einem Kind durch die Anzahl aller Privathaushalte dividiert und mit 100 multipliziert. Im Nenner sind nur Privataushalte von Paaren mit Kindern und alleinerziehenden Elternteilen enthalten. Nicht berücksichtigt, sind Mehrpersonenhaushalte ohne Kernfamilie, in denen Kinder leben, z.B. Großeltern-Enkel-Haushalte ohne Elternteile.HerkunftsstatistikenDer Indikator beruht auf Daten des am 9. Mai 2011 durchgeführten registergestützten Zensus.MerkmalsbeschreibungenPrivathaushaltAls Privathaushalt wird ein Haushalt bezeichnet, der nur aus Personen besteht, die eine eigene Haushaltsführung aufweisen. Ein Haushalt besteht aus mindestens einer Person. Alle Personen, die unabhängig von ihrem Wohnstatus (Haupt-/Nebenwohnsitz) gemeinsam in einer Wohnung leben, gelten als Mitglieder desselben Haushalts, so dass es einen Haushalt pro belegter Wohnung gibt. Personen in Gemeinschafts- bzw. Anstaltshaushalten sind hier nicht enthalten. Eine Person des Privathaushalts wird als Bezugsperson bestimmt. Ausgehend von dieser Person werden der Haushaltstyp und die Stellung der weiteren Personen im Privathaushalt bestimmt.Kind(er)Unter Kind ist ein leiblicher Sohn bzw. ein Stief- oder Adoptivsohn oder eine leibliche Tochter bzw. eine Stief- oder Adoptivtochter (ungeachtet des Alters) zu verstehen, dessen bzw. deren üblicher Aufenthaltsort sich im Privathaushalt mindestens eines Elternteils befindet und dessen Elternteil(e) den Haushaltstyp bestimmt/en.Haushalte mit Kind(ern)Zu den Haushalten mit Kindern werden Paare mit Kindern und alleinerziehende Elternteile gezählt. Der Begriff Paare umfasst Paare in einer Ehe, einer eingetragenen Lebenspartnerschaft und einer nichtehelichen Lebensgemeinschaft, die jeweils in einem Privathaushalt zusammenleben. Eine alleinerziehende Mutter oder ein alleinerziehender Vater ist ein Elternteil ohne Partner mit mindestens einem Kind innerhalb eines Privathaushalts. Nicht berücksichtigt, sind Mehrpersonenhaushalte ohne Kernfamilie, in denen Kinder leben, z.B. Großeltern-Enkel-Haushalte ohne Elternteile.Weiterführende InformationenAuswertungsdatenbankRegionaldatenbank: Themenbereiche"
